ANNO;AteneoCOD;AteneoNOME;AteneoREGIONE;AteneoAREAGEO;Classe_Voto_Laurea;Genere;LAU
2021;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;66-90;M;807
2021;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;101-105;F;1760
2021;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;voto non previsto;M;2
2021;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;voto non previsto;F;1
2021;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;91-100;F;2520
2021;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;66-90;F;870
2021;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;110 e lode;M;1086
2021;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;110 e lode;F;2018
2021;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;106-110;M;1073
2021;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;106-110;F;2089
2021;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;101-105;M;970
2021;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;91-100;M;1630
2021;00102;Torino - Politecnico;Piemonte;NORD-OVEST;101-105;F;501
2021;00102;Torino - Politecnico;Piemonte;NORD-OVEST;66-90;F;486
2021;00102;Torino - Politecnico;Piemonte;NORD-OVEST;91-100;M;1656
2021;00102;Torino - Politecnico;Piemonte;NORD-OVEST;91-100;F;779
2021;00102;Torino - Politecnico;Piemonte;NORD-OVEST;66-90;M;1542
2021;00102;Torino - Politecnico;Piemonte;NORD-OVEST;110 e lode;M;736
2021;00102;Torino - Politecnico;Piemonte;NORD-OVEST;110 e lode;F;362
2021;00102;Torino - Politecnico;Piemonte;NORD-OVEST;106-110;M;1151
2021;00102;Torino - Politecnico;Piemonte;NORD-OVEST;101-105;M;1033
2021;00102;Torino - Politecnico;Piemonte;NORD-OVEST;106-110;F;547
2021;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;66-90;F;153
2021;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;101-105;F;320
2021;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;91-100;M;273
2021;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;91-100;F;455
2021;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;66-90;M;160
2021;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;110 e lode;F;281
2021;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;106-110;M;142
2021;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;101-105;M;154
2021;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;106-110;F;285
2021;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;110 e lode;M;152
2021;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;110 e lode;F;4
2021;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;91-100;M;30
2021;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;91-100;F;25
2021;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;66-90;M;2
2021;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;110 e lode;M;3
2021;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;106-110;M;7
2021;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;106-110;F;16
2021;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;101-105;M;25
2021;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;101-105;F;15
2021;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;66-90;F;2
2021;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;66-90;F;26
2021;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;101-105;F;39
2021;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;91-100;M;23
2021;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;91-100;F;45
2021;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;66-90;M;11
2021;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;110 e lode;F;28
2021;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;106-110;M;7
2021;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;106-110;F;29
2021;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;101-105;M;14
2021;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;110 e lode;M;4
2021;01001;Genova - Università degli studi;Liguria;NORD-OVEST;110 e lode;F;994
2021;01001;Genova - Università degli studi;Liguria;NORD-OVEST;91-100;M;648
2021;01001;Genova - Università degli studi;Liguria;NORD-OVEST;91-100;F;830
2021;01001;Genova - Università degli studi;Liguria;NORD-OVEST;66-90;M;324
2021;01001;Genova - Università degli studi;Liguria;NORD-OVEST;110 e lode;M;551
2021;01001;Genova - Università degli studi;Liguria;NORD-OVEST;106-110;M;516
2021;01001;Genova - Università degli studi;Liguria;NORD-OVEST;106-110;F;702
2021;01001;Genova - Università degli studi;Liguria;NORD-OVEST;101-105;M;374
2021;01001;Genova - Università degli studi;Liguria;NORD-OVEST;101-105;F;649
2021;01001;Genova - Università degli studi;Liguria;NORD-OVEST;66-90;F;256
2021;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;110 e lode;F;86
2021;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;91-100;F;75
2021;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;66-90;M;107
2021;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;91-100;M;163
2021;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;110 e lode;M;71
2021;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;106-110;F;82
2021;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;101-105;M;102
2021;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;101-105;F;59
2021;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;66-90;F;34
2021;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;106-110;M;102
2021;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;110 e lode;F;289
2021;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;91-100;M;322
2021;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;91-100;F;331
2021;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;66-90;M;161
2021;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;110 e lode;M;130
2021;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;106-110;M;142
2021;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;106-110;F;226
2021;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;101-105;M;160
2021;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;101-105;F;248
2021;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;66-90;F;100
2021;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;66-90;F;1157
2021;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;91-100;F;1959
2021;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;voto non previsto;M;3
2021;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;91-100;M;1423
2021;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;66-90;M;1611
2021;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;110 e lode;F;116
2021;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;106-110;M;80
2021;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;101-105;F;541
2021;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;106-110;F;228
2021;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;voto non previsto;F;3
2021;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;101-105;M;265
2021;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;110 e lode;M;30
2021;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;106-110;M;916
2021;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;91-100;M;1207
2021;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;91-100;F;1797
2021;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;66-90;M;478
2021;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;66-90;F;501
2021;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;110 e lode;F;1908
2021;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;106-110;F;1599
2021;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;101-105;M;746
2021;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;101-105;F;1412
2021;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;110 e lode;M;1125
2021;01502;Milano - Politecnico;Lombardia;NORD-OVEST;66-90;F;476
2021;01502;Milano - Politecnico;Lombardia;NORD-OVEST;106-110;M;1757
2021;01502;Milano - Politecnico;Lombardia;NORD-OVEST;91-100;M;2506
2021;01502;Milano - Politecnico;Lombardia;NORD-OVEST;91-100;F;1080
2021;01502;Milano - Politecnico;Lombardia;NORD-OVEST;66-90;M;1546
2021;01502;Milano - Politecnico;Lombardia;NORD-OVEST;110 e lode;F;702
2021;01502;Milano - Politecnico;Lombardia;NORD-OVEST;101-105;F;906
2021;01502;Milano - Politecnico;Lombardia;NORD-OVEST;106-110;F;1474
2021;01502;Milano - Politecnico;Lombardia;NORD-OVEST;101-105;M;1436
2021;01502;Milano - Politecnico;Lombardia;NORD-OVEST;110 e lode;M;916
2021;01503;"Milano - Università commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;110 e lode;F;405
2021;01503;"Milano - Università commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;91-100;M;683
2021;01503;"Milano - Università commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;91-100;F;466
2021;01503;"Milano - Università commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;66-90;M;281
2021;01503;"Milano - Università commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;110 e lode;M;551
2021;01503;"Milano - Università commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;106-110;M;568
2021;01503;"Milano - Università commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;106-110;F;537
2021;01503;"Milano - Università commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;101-105;M;604
2021;01503;"Milano - Università commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;101-105;F;473
2021;01503;"Milano - Università commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;66-90;F;150
2021;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;66-90;F;278
2021;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;voto non previsto;M;1
2021;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;voto non previsto;F;1
2021;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;91-100;M;896
2021;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;91-100;F;1344
2021;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;66-90;M;371
2021;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;110 e lode;F;2756
2021;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;106-110;M;772
2021;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;106-110;F;1923
2021;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;101-105;M;720
2021;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;101-105;F;1263
2021;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;110 e lode;M;1003
2021;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;106-110;M;73
2021;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;91-100;F;470
2021;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;66-90;M;88
2021;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;66-90;F;147
2021;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;110 e lode;F;240
2021;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;91-100;M;177
2021;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;106-110;F;302
2021;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;101-105;M;86
2021;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;101-105;F;305
2021;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;110 e lode;M;45
2021;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;110 e lode;M;133
2021;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;91-100;F;59
2021;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;66-90;M;1
2021;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;66-90;F;7
2021;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;110 e lode;F;223
2021;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;106-110;M;44
2021;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;106-110;F;109
2021;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;101-105;F;77
2021;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;91-100;M;20
2021;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;101-105;M;35
2021;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;66-90;F;294
2021;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;voto non previsto;F;9
2021;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;voto non previsto;M;1
2021;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;91-100;M;822
2021;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;91-100;F;1162
2021;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;66-90;M;298
2021;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;110 e lode;F;1227
2021;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;106-110;M;586
2021;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;106-110;F;1108
2021;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;101-105;F;943
2021;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;110 e lode;M;660
2021;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;101-105;M;475
2021;01510;Rozzano (MI) Humanitas University;Lombardia;NORD-OVEST;106-110;M;12
2021;01510;Rozzano (MI) Humanitas University;Lombardia;NORD-OVEST;91-100;M;7
2021;01510;Rozzano (MI) Humanitas University;Lombardia;NORD-OVEST;91-100;F;45
2021;01510;Rozzano (MI) Humanitas University;Lombardia;NORD-OVEST;66-90;M;2
2021;01510;Rozzano (MI) Humanitas University;Lombardia;NORD-OVEST;66-90;F;3
2021;01510;Rozzano (MI) Humanitas University;Lombardia;NORD-OVEST;110 e lode;F;38
2021;01510;Rozzano (MI) Humanitas University;Lombardia;NORD-OVEST;106-110;F;24
2021;01510;Rozzano (MI) Humanitas University;Lombardia;NORD-OVEST;101-105;M;10
2021;01510;Rozzano (MI) Humanitas University;Lombardia;NORD-OVEST;101-105;F;20
2021;01510;Rozzano (MI) Humanitas University;Lombardia;NORD-OVEST;110 e lode;M;23
2021;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;110 e lode;M;259
2021;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;91-100;M;419
2021;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;91-100;F;1044
2021;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;66-90;M;399
2021;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;66-90;F;390
2021;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;106-110;M;250
2021;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;106-110;F;592
2021;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;110 e lode;F;485
2021;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;101-105;F;686
2021;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;101-105;M;251
2021;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;110 e lode;F;293
2021;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;91-100;M;455
2021;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;91-100;F;325
2021;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;66-90;M;305
2021;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;110 e lode;M;239
2021;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;106-110;M;208
2021;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;106-110;F;271
2021;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;101-105;M;266
2021;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;101-105;F;240
2021;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;66-90;F;192
2021;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;110 e lode;F;831
2021;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;66-90;M;262
2021;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;voto non previsto;F;3
2021;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;91-100;M;584
2021;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;91-100;F;709
2021;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;101-105;F;489
2021;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;106-110;M;433
2021;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;106-110;F;669
2021;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;101-105;M;334
2021;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;110 e lode;M;418
2021;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;66-90;F;219
2021;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;106-110;M;48
2021;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;91-100;M;80
2021;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;91-100;F;170
2021;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;66-90;M;20
2021;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;66-90;F;39
2021;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;110 e lode;F;87
2021;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;106-110;F;149
2021;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;101-105;M;51
2021;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;101-105;F;146
2021;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;110 e lode;M;34
2021;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;110 e lode;F;523
2021;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;110 e lode;M;432
2021;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;91-100;M;479
2021;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;91-100;F;464
2021;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;66-90;M;180
2021;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;101-105;F;412
2021;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;106-110;M;393
2021;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;106-110;F;510
2021;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;101-105;M;404
2021;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;66-90;F;113
2021;02301;Verona - Università degli studi;Veneto;NORD-EST;110 e lode;F;887
2021;02301;Verona - Università degli studi;Veneto;NORD-EST;91-100;M;499
2021;02301;Verona - Università degli studi;Veneto;NORD-EST;91-100;F;944
2021;02301;Verona - Università degli studi;Veneto;NORD-EST;66-90;M;243
2021;02301;Verona - Università degli studi;Veneto;NORD-EST;110 e lode;M;372
2021;02301;Verona - Università degli studi;Veneto;NORD-EST;106-110;M;295
2021;02301;Verona - Università degli studi;Veneto;NORD-EST;106-110;F;680
2021;02301;Verona - Università degli studi;Veneto;NORD-EST;101-105;M;306
2021;02301;Verona - Università degli studi;Veneto;NORD-EST;101-105;F;642
2021;02301;Verona - Università degli studi;Veneto;NORD-EST;66-90;F;264
2021;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;110 e lode;F;996
2021;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;110 e lode;M;450
2021;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;91-100;M;462
2021;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;91-100;F;937
2021;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;66-90;M;217
2021;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;106-110;M;312
2021;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;106-110;F;862
2021;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;101-105;M;301
2021;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;101-105;F;684
2021;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;66-90;F;231
2021;02702;Venezia - Università IUAV;Veneto;NORD-EST;110 e lode;F;168
2021;02702;Venezia - Università IUAV;Veneto;NORD-EST;voto non previsto;M;2
2021;02702;Venezia - Università IUAV;Veneto;NORD-EST;91-100;M;84
2021;02702;Venezia - Università IUAV;Veneto;NORD-EST;91-100;F;89
2021;02702;Venezia - Università IUAV;Veneto;NORD-EST;66-90;M;8
2021;02702;Venezia - Università IUAV;Veneto;NORD-EST;110 e lode;M;114
2021;02702;Venezia - Università IUAV;Veneto;NORD-EST;106-110;M;159
2021;02702;Venezia - Università IUAV;Veneto;NORD-EST;106-110;F;253
2021;02702;Venezia - Università IUAV;Veneto;NORD-EST;101-105;M;87
2021;02702;Venezia - Università IUAV;Veneto;NORD-EST;101-105;F;129
2021;02702;Venezia - Università IUAV;Veneto;NORD-EST;66-90;F;8
2021;02801;Padova - Università degli studi;Veneto;NORD-EST;91-100;F;1653
2021;02801;Padova - Università degli studi;Veneto;NORD-EST;66-90;F;498
2021;02801;Padova - Università degli studi;Veneto;NORD-EST;91-100;M;1619
2021;02801;Padova - Università degli studi;Veneto;NORD-EST;voto non previsto;M;9
2021;02801;Padova - Università degli studi;Veneto;NORD-EST;66-90;M;849
2021;02801;Padova - Università degli studi;Veneto;NORD-EST;110 e lode;F;2201
2021;02801;Padova - Università degli studi;Veneto;NORD-EST;106-110;M;1321
2021;02801;Padova - Università degli studi;Veneto;NORD-EST;106-110;F;1830
2021;02801;Padova - Università degli studi;Veneto;NORD-EST;101-105;M;1042
2021;02801;Padova - Università degli studi;Veneto;NORD-EST;101-105;F;1429
2021;02801;Padova - Università degli studi;Veneto;NORD-EST;voto non previsto;F;12
2021;02801;Padova - Università degli studi;Veneto;NORD-EST;110 e lode;M;1276
2021;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;110 e lode;F;416
2021;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;voto non previsto;M;5
2021;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;voto non previsto;F;15
2021;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;91-100;M;370
2021;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;91-100;F;400
2021;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;66-90;M;217
2021;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;110 e lode;M;230
2021;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;106-110;M;264
2021;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;106-110;F;373
2021;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;101-105;M;257
2021;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;101-105;F;312
2021;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;66-90;F;163
2021;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;66-90;M;108
2021;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;110 e lode;F;513
2021;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;voto non previsto;F;1
2021;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;91-100;M;269
2021;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;91-100;F;396
2021;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;101-105;F;391
2021;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;106-110;M;285
2021;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;106-110;F;455
2021;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;101-105;M;224
2021;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;66-90;F;85
2021;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;110 e lode;M;369
2021;03401;Parma - Università degli studi;Emilia-Romagna;NORD-EST;110 e lode;M;441
2021;03401;Parma - Università degli studi;Emilia-Romagna;NORD-EST;voto non previsto;M;5
2021;03401;Parma - Università degli studi;Emilia-Romagna;NORD-EST;voto non previsto;F;8
2021;03401;Parma - Università degli studi;Emilia-Romagna;NORD-EST;91-100;M;642
2021;03401;Parma - Università degli studi;Emilia-Romagna;NORD-EST;91-100;F;780
2021;03401;Parma - Università degli studi;Emilia-Romagna;NORD-EST;66-90;F;308
2021;03401;Parma - Università degli studi;Emilia-Romagna;NORD-EST;110 e lode;F;803
